time,source,device_name,fragment_series,value,unit,ObjectId
2019-07-25T00:39:21.662Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8241
2019-07-21T07:37:19.809Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8242
2019-08-10T10:15:16.346Z,13955,MQTT Device 548018FDC337DE6F,O3.v,0,ppm,8243
2019-07-25T10:59:29.677Z,11479,MQTT Device 502510FDC337DE59,O3.v,0,ppm,8244
2019-08-19T02:56:44.750Z,1244,MQTT Device 577218FDC337DE64,O3.v,0,ppm,8245
2019-07-08T13:44:04.806Z,13955,MQTT Device 548018FDC337DE6F,O3.v,0.035,ppm,8246
2019-08-18T17:36:04.960Z,1244,MQTT Device 577218FDC337DE64,O3.v,0,ppm,8247
2019-08-29T21:19:03.316Z,13955,MQTT Device 548018FDC337DE6F,O3.v,0,ppm,8248
2019-07-22T13:48:38.301Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.048,ppm,8249
2019-08-13T15:50:37.537Z,1076,MQTT Device 5B3A18FDC337DEC2,O3.v,0,ppm,8250
2019-08-16T11:56:39.805Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.025,ppm,8251
2019-08-27T19:19:21.258Z,14272,MQTT Device 752B18FDC337DEF2,O3.v,0,ppm,8252
2019-08-18T18:12:54.720Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.028,ppm,8253
2019-08-16T13:21:58.257Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.027,ppm,8254
2019-07-28T08:36:48.436Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.051,ppm,8255
2019-08-06T06:51:03.255Z,896,MQTT Device 132218FDC337DEBC,O3.v,0.034,ppm,8256
